Code géographique,Libellé géographique,"Résidences principales
Avant 1919
Maison","Résidences principales
Avant 1919
Appartement","Résidences principales
Avant 1919
Autres logements de métropole","Résidences principales
De 1919 à 1945
Maison","Résidences principales
De 1919 à 1945
Appartement","Résidences principales
De 1919 à 1945
Autres logements de métropole","Résidences principales
De 1946 à 1970
Maison","Résidences principales
De 1946 à 1970
Appartement","Résidences principales
De 1946 à 1970
Autres logements de métropole","Résidences principales
De 1971 à 1990
Maison","Résidences principales
De 1971 à 1990
Appartement","Résidences principales
De 1971 à 1990
Autres logements de métropole","Résidences principales
De 1991 à 2005
Maison","Résidences principales
De 1991 à 2005
Appartement","Résidences principales
De 1991 à 2005
Autres logements de métropole","Résidences principales
De 2006 à 2019
Maison","Résidences principales
De 2006 à 2019
Appartement","Résidences principales
De 2006 à 2019
Autres logements de métropole","Logements occasionnels
Avant 1919
Maison","Logements occasionnels
Avant 1919
Appartement","Logements occasionnels
Avant 1919
Autres logements de métropole","Logements occasionnels
De 1919 à 1945
Maison","Logements occasionnels
De 1919 à 1945
Appartement","Logements occasionnels
De 1919 à 1945
Autres logements de métropole","Logements occasionnels
De 1946 à 1970
Maison","Logements occasionnels
De 1946 à 1970
Appartement","Logements occasionnels
De 1946 à 1970
Autres logements de métropole","Logements occasionnels
De 1971 à 1990
Maison","Logements occasionnels
De 1971 à 1990
Appartement","Logements occasionnels
De 1971 à 1990
Autres logements de métropole","Logements occasionnels
De 1991 à 2005
Maison","Logements occasionnels
De 1991 à 2005
Appartement","Logements occasionnels
De 1991 à 2005
Autres logements de métropole","Logements occasionnels
De 2006 à 2019
Maison","Logements occasionnels
De 2006 à 2019
Appartement","Logements occasionnels
De 2006 à 2019
Autres logements de métropole","Résidences secondaires
Avant 1919
Maison","Résidences secondaires
Avant 1919
Appartement","Résidences secondaires
Avant 1919
Autres logements de métropole","Résidences secondaires
De 1919 à 1945
Maison","Résidences secondaires
De 1919 à 1945
Appartement","Résidences secondaires
De 1919 à 1945
Autres logements de métropole","Résidences secondaires
De 1946 à 1970
Maison","Résidences secondaires
De 1946 à 1970
Appartement","Résidences secondaires
De 1946 à 1970
Autres logements de métropole","Résidences secondaires
De 1971 à 1990
Maison","Résidences secondaires
De 1971 à 1990
Appartement","Résidences secondaires
De 1971 à 1990
Autres logements de métropole","Résidences secondaires
De 1991 à 2005
Maison","Résidences secondaires
De 1991 à 2005
Appartement","Résidences secondaires
De 1991 à 2005
Autres logements de métropole","Résidences secondaires
De 2006 à 2019
Maison","Résidences secondaires
De 2006 à 2019
Appartement","Résidences secondaires
De 2006 à 2019
Autres logements de métropole","Logements vacants
Avant 1919
Maison","Logements vacants
Avant 1919
Appartement","Logements vacants
Avant 1919
Autres logements de métropole","Logements vacants
De 1919 à 1945
Maison","Logements vacants
De 1919 à 1945
Appartement","Logements vacants
De 1919 à 1945
Autres logements de métropole","Logements vacants
De 1946 à 1970
Maison","Logements vacants
De 1946 à 1970
Appartement","Logements vacants
De 1946 à 1970
Autres logements de métropole","Logements vacants
De 1971 à 1990
Maison","Logements vacants
De 1971 à 1990
Appartement","Logements vacants
De 1971 à 1990
Autres logements de métropole","Logements vacants
De 1991 à 2005
Maison","Logements vacants
De 1991 à 2005
Appartement","Logements vacants
De 1991 à 2005
Autres logements de métropole","Logements vacants
De 2006 à 2019
Maison","Logements vacants
De 2006 à 2019
Appartement","Logements vacants
De 2006 à 2019
Autres logements de métropole"
95369,Margency,23.53686,6.88912,0,30.42599,16.70862,0.98763,75.53674,54.09272,0.98763,359.09691,270.7384,3.94647,114.77821,114.08263,0,17.60718,100.07818,0,0,0,0,0,0,0,0,0,0,0.94755,2.84266,0.94755,0,0.94755,0,0,0,0,0,0,0,0,0,0,1.89511,0,0,0,5.68532,0,0,0,0,0,0,0,1.89511,0,0,0,0.94755,0,4.73776,2.84266,0,17.05595,17.05595,0,0.94755,3.79021,0,0,1.89511,0
95370,Marines,205.37963,36.60768,0.95957,93.98618,40.49402,0.98718,131.71047,45.29199,0.9664,296.0715,77.17081,0.95957,174.0731,53.01697,0,119.91327,65.67807,0.98021,0,0,0,0,1.06692,1.06692,0,0,0,1.06692,0,0,1.06692,1.06692,0,1.06692,1.06692,0,9.60229,3.20076,0,2.13384,0,0,2.13384,0,0,1.06692,0,0,2.13384,0,0,0,0,0,14.93689,10.66921,0,12.80305,8.53537,0,5.3346,3.20076,0,14.93689,7.46845,0,5.3346,1.06692,0,4.26768,0,0
95371,Marly-la-Ville,56.55919,13.70994,0,59.45866,13.70347,0,277.83481,34.1639,1.95441,1061.45296,82.14039,0.96757,207.48909,114.40761,8.79487,66.09632,95.79891,0,1.89734,0,0,1.89734,0,0,0,1.89734,0,2.84602,0,0,1.89734,0.94867,0,0,1.89734,0,0.94867,0,0,0,0,0,0.94867,0,0,4.74336,0.94867,0,0,0,0,0.94867,0,0,6.6407,6.6407,0,3.79469,3.79469,0,19.92211,2.84602,0,30.3575,6.6407,0,1.89734,9.48672,0.94867,2.84602,1.89734,0
95379,Maudétour-en-Vexin,18.44335,1.02463,0,5.12315,1.02463,0,12.29557,0,0,27.66502,0,0,8.19704,1.02463,0,7.17241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04255,0,0,0,0,0,0,0,0,1.02128,0,0,0,0,0,0,0,0,6.12766,0,0,1.02128,0,0,0,0,0,1.02128,0,0,0,0,0,0,0,0
95387,Menouville,13.77778,0,0,3.93651,0,0,1.96825,0,0,3.93651,0,0,0,0,0,2.95238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95388,Menucourt,87.04929,4.01183,0,26.03925,3.01025,0,123.06951,20.03343,0,1053.23531,141.2026,0,271.88081,110.16654,1.00158,87.84915,307.42653,0,1.00042,0,0,1.00042,0,0,0,0,0,2.00084,2.00084,0,0,3.00126,0,0,3.00126,0,5.0021,0,0,0,0,0,4.00168,0,0,1.00042,0,1.00042,0,0,0,0,0,0,9.00377,0,0,2.00084,0,0,2.00084,0,0,21.0088,8.00335,0,6.00251,9.00377,0,1.00042,9.00377,0
95392,Mériel,127.11908,11.43318,0,177.57882,10.42393,2.09438,440.23085,53.08106,0,567.24653,78.92805,0,157.47082,133.03637,1.03758,193.34952,197.84062,5.15999,0,0,0,0,0,0,2.06614,0,0,0,0,0,1.03307,0,0,0,2.06614,0,2.06614,0,0,5.16536,0,0,5.16536,0,0,6.19843,0,0,2.06614,3.09921,0,0,0,0,5.16536,2.06614,0,13.42993,0,0,19.62835,11.36378,0,12.39685,10.33071,0,3.09921,13.42993,0,3.09921,14.463,0
95394,Méry-sur-Oise,155,26,0,163,48,0,318,171,2,743,555,6,788,141,54,232,264,4,0,0,0,1,0,0,2,0,0,2,4,0,0,1,0,0,5,0,1,1,0,1,0,0,2,1,0,1,0,0,3,1,0,2,1,0,11,4,0,24,4,5,23,26,0,37,44,2,22,9,2,21,26,0
95395,Le Mesnil-Aubry,48.4315,7.13735,0,21.59293,8.0118,0,29.17415,14.19628,1.03134,93.16467,3.9642,0,73.6767,1.03134,1.03134,21.02334,0,1.03134,0,0,0,0,0,0,0,0,0,1.55371,0,0,0,0,0,0,0,0,0.77685,0.77685,0,0,0,0,0,0,0,0.77685,0,0,0.77685,0,0,0,0,0,0,3.10742,0,3.10742,0.77685,0,0.77685,2.33056,0.77685,0.77685,6.21484,0,2.33056,1.55371,0,0.77685,0,0
95409,Moisselles,26.82965,0.9979,0,26.81382,8.95584,0,30.77705,8.95584,1.99949,102.32905,27.88119,11.97485,89.25209,41.81396,1.99264,26.74773,111.43948,0,0,0,0,0,0,0,0,0,0,0,1.12605,1.12605,0,0,0,0,2.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12605,0,3.37815,0,0,5.63025,0,0,3.37815,3.37815,0,2.2521,5.63025,0,1.12605,1.12605,0,2.2521,9.00841,0
95422,Montgeroult,54.30646,8.10873,0,12.95691,2.00171,0,18.98132,2.06575,0,41.59199,0,0,10.80187,1.00086,0,2.90949,6.07016,1.03287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94789,0,0,1.96526,0,0,0,0,0,0,0,0,0,0,0,0,0.98263,0,9.8263,8.84367,0,0.98263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95424,Montigny-lès-Cormeilles,92.11592,20.14115,0,289.17551,94.71476,0,824.57716,625.59564,20.35098,1246.12198,2157.01122,2.51258,597.53704,322.35523,3.83116,311.66294,1109.77308,3.91859,0,0,0,0,0,0,0,0,0,0,4.67669,0,0,4.07225,0,0,9.06299,0,0.93929,0,0,7.04592,0,0,9.99024,0,0,0,11.55022,0,0,6.86669,0,0,0,0,0,3.19925,0,9.62374,8.1445,0,64.19552,36.50327,0,29.93264,78.61691,4.24349,8.92338,9.76484,0,10.64001,31.66167,0.98973
95426,Montlignon,111.55681,26.44419,0,53.80825,12.73704,0,162.40635,24.50399,0,330.76096,48.04561,0,81.20698,28.41538,0.98171,99.59494,143.16487,0.98171,0.98215,0,0,0,0,0,0.98215,0,0,1.96431,0,0,0,0,0,0,0,0,0.98215,0,0,0,0,0,0,0,0,1.96431,0,0,0,0,0,0,1.96431,0,7.85723,3.92861,0,1.96431,0.98215,0,5.89292,5.89292,0,8.83938,6.87507,0,1.96431,4.91077,0,3.92861,15.71446,0
95427,Montmagny,112.93573,28.42476,0,289.3537,103.86261,7.24188,473.77413,694.85582,6.47668,877.88722,1158.32446,44.99575,339.18032,499.87647,9.704,264.50019,569.54691,7.12267,0,0,0,0,3.02247,0,1.04268,2.31679,0,0,6.21916,5.05341,0,13.17837,0,0,1.89998,0,0,0,0,0,0,0,0,0,0,0,11.42128,0,0,2.26567,0,1.83162,3.36415,0,5.91657,2.54358,2.54358,5.33452,21.90271,8.66563,15.00102,33.15528,10.29172,59.21256,88.77213,0,3.02247,27.19647,3.66324,6.95165,39.50496,4.68266
95428,Montmorency,587.25021,385.80371,0,577.93491,544.2904,12.02957,760.78399,1989.3951,27.78321,716.81393,1704.36105,107.33603,265.81009,685.14542,5.97594,203.04891,437.39149,52.88067,3.06477,7.47596,0,0,25.6524,0,6.21067,21.84658,0,3.02154,15.48497,0,0,16.54555,1.00501,0,5.07478,2.01001,3.65979,0,0,9.98202,5.63941,0,12.81684,14.29741,0,10.3632,25.39464,0,3.19262,14.47606,0,3.37951,1.76634,0,60.97757,58.83011,0,25.46483,75.76452,0,26.56564,198.27846,0,44.74354,169.99537,7.20075,2.73791,57.30055,0,0,57.37192,0
95429,Montreuil-sur-Epte,46.00377,0,0,13.14924,1.00819,0,27.12632,0,0,37.93737,0,0,29.02009,0,1.02896,4.84061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,9,0,0,6,0,0,3,0,0,0,0,0,2,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0
95430,Montsoult,55.7349,9.27575,1.79059,94.5751,12.15171,3.99977,210.78975,84.90765,1.95717,577.28973,97.26151,2.05147,69.69102,16.19303,0,109.75772,214.42694,3.07491,1.01071,0,0,1.01071,0,0,0,0,0,1.01071,1.01071,0,0,0,0,1.01071,0,0,1.01071,1.01071,0,0,0,0,2.02141,0,0,5.05353,0,0,0,0,0,1.01071,0,0,5.05353,6.06424,0,5.05353,9.09635,0,10.10706,5.05353,0,21.22482,7.07494,0,0,0,0,1.01071,5.05353,0
95436,Mours,20,1,1,19,3,0,44,6,0,356,11,0,26,10,0,80,52,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,5,1,1,0,4,0,0,8,1,0,1,0,0,3,1,0
95438,Moussy,5.58621,1.86207,0,6.51724,0,0,4.65517,0.93103,0,10.24138,0,0,7.44828,2.7931,0,0,0.93103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
95445,Nerville-la-Forêt,64.79666,3.66255,0,16.56144,3.81018,0,23.45581,1.02779,0,88.21384,0.88016,0,30.48117,1.76032,6.8332,25.71657,0,7.93596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61402,0,0,0,0,0,0,0,0.80701,0,0,1.61402,0,0,0,0,0,3.22804,0,0,2.42103,0,0,3.22804,0.80701,0,3.22804,0,0,0,0.80701,0,3.22804,0,0
95446,Nesles-la-Vallée,228,13,0,102,13,0,117,9,0,165,12,0,59,6,3,37,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,6,0,0,11,0,0,7,0,0,3,0,0,2,0,0,8,1,1,5,4,0,16,5,0,6,2,0,4,0,0,0,0,0
95447,Neuilly-en-Vexin,39.05793,4.84193,0,1.97638,1.89804,0,12.70924,0,0,13.71732,1.91732,0,4.03228,0.94902,0,4.96042,3.79607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11429,0,0,0,0,0,1.18571,0,0,1.18571,0,0,0,0,0,0,0,0
95450,Neuville-sur-Oise,85.39256,13.01532,0.87918,17.54722,16.773,0,76.97743,19.56905,8.79183,142.49072,22.68017,10.55019,166.167,72.24023,77.51533,63.21637,77.30489,59.05249,0,0,0,1.22113,1.22113,0,2.44226,0,2.44226,0,4.88451,0,3.66338,7.32677,6.10564,0,10.99015,3.66338,0,0,0,0,0,0,0,0,0,3.66338,0,0,1.22113,0,1.22113,1.22113,2.44226,1.22113,13.43241,6.10564,0,10.99015,0,3.66338,0,0,0,2.44226,1.22113,14.65354,2.44226,1.22113,0,3.66338,15.87467,0
95452,Nointel,46.159,11.4566,0,11.52122,0.94497,0,46.02146,2.8455,0,106.77341,1.90053,0,15.4615,19.98251,1.00032,43.50759,24.77161,0,0,0,0,0,0,0,0,0,0,0.63157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63157,0,0,0,0,0,0,0,0,0.63157,0.63157,0,0,1.8947,0,0.63157,0,0,2.52627,0,0,1.26313,0.63157,0,0,1.26313,0,0,1.26313,0
95456,Noisy-sur-Oise,72,2,0,15,1,0,22,7,1,58,3,1,34,2,0,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,1,0,9,0,0,15,0,0,2,0,0
95459,Nucourt,57.20069,1.00942,0,16.08109,1.00554,0,61.22792,3.02826,0,43.14613,0.99783,1.00168,69.10517,2.00723,0,10.98389,4.02995,0,0,0,0,0,0,0,1.00322,0,0,0,0,0,0,0,0,0,0,0,1.00322,0,0,0,0,0,2.00643,0,0,0,0,0,0,0,0,0,0,0,1.00322,0,0,0,0,0,10.03215,0,0,4.01286,1.00322,0,0,0,0,1.00322,1.00322,0
95462,Omerville,60,0,0,15,0,0,13,0,0,22,0,0,14,2,0,8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95476,Osny,90.20092,16.52865,0,97.64135,28.12881,0,488.97764,444.87504,3.84,1859.24603,783.40224,3.22209,833.42411,459.65132,3.90131,435.77617,792.36099,12.86357,0,0,0,0,0,0,3.2404,0,0,5.5697,4.75645,0,0,9.01556,0,0,2.00877,0,0,0,0,4.9328,0,0,7.8805,0,0,9.71733,0,0,0,0,0,6.38381,7.18598,0,4.85548,0,0,0,3.19191,0,16.66955,15.1636,0,38.3957,24.91398,0,15.03054,38.65594,0,28.39482,87.60912,0
95480,Parmain,239.04274,19.17628,2.17674,172.20708,38.48795,0.9859,375.23949,75.818,4.35348,839.9197,26.61728,1.05308,168.29147,9.72475,0,106.57695,117.68502,2.10616,0,1.03451,0,1.03451,1.03451,0,4.13803,2.06902,0,1.03451,0,0,0,0,0,0,1.03451,0,8.27606,0,0,8.27606,0,0,10.34508,1.03451,0,11.37959,0,0,3.10352,0,0,0,0,0,16.55213,1.03451,0,12.4141,19.65565,0,23.79368,13.4486,1.03451,42.41483,5.17254,1.03451,8.27606,1.03451,0,4.13803,40.34581,0
95483,Le Perchay,43,0,0,8,1,0,17,1,0,39,12,0,46,2,0,29,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
95487,Persan,91.15618,33.53417,0,165.24064,62.89418,0,311.88219,810.65183,11.22811,543.39615,806.2282,8.51864,353.19979,415.9187,9.86143,282.83179,1331.97292,16.67309,0,0,0,0,3.00023,0,0,7.44138,0,0,0,0,0,0,0,0,5.396,0,0,0,0,0,0,0,0,2.86154,1.02877,0,0,0,0,0,0,0,0,0,3.51156,10.6435,0,0,9.00069,0,26.11326,74.74098,0,14.00145,54.79302,0,14.44287,10.82476,0,15.40316,73.56923,20.23715
95488,Pierrelaye,144.74757,53.00232,0.96348,184.37077,50.40779,79.73662,311.48327,290.67183,37.78038,541.10982,515.16337,97.55485,345.14239,245.73012,32.0021,255.4376,494.44634,2.9083,1.79691,0,8.98456,0.89846,0,0,0.89846,0,1.79691,0.89846,1.79691,0,0,0,0,0,3.59382,0,0.89846,0,0,0.89846,0,0,1.79691,0,0,2.69537,0,0,0.89846,0.89846,0,0.89846,2.69537,0,13.47684,14.37529,0,8.98456,11.67993,0.89846,15.27375,20.66449,7.18765,27.85213,36.83669,0.89846,8.98456,17.07066,0,8.0861,25.15677,0.89846
95489,Piscop,43,4,6,12,0,0,34,7,0,85,0,0,36,6,0,40,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,1,0,2,0,0,1,0,0,2,0,0
95491,Le Plessis-Bouchard,70.68188,11.31188,0,197.87875,22.59743,0,335.05937,595.98795,4.12176,545.98868,507.15781,0,507.64702,205.64616,7.1901,201.08802,297.64479,0,0,0,0,1.02535,0,0,2.05071,3.07606,0,3.07606,10.25354,0,1.02535,2.05071,1.02535,0,1.02535,0,0,0,0,1.02535,0,0,0,3.07606,0,2.05071,1.02535,0,0,1.02535,0,0,0,0,7.17748,0,0,12.30424,4.10141,0,14.35495,36.91273,0,17.43101,28.7099,0,10.25354,13.3296,0,5.12677,21.53243,0
95492,Le Plessis-Gassot,5.25773,1.05155,0,3.15464,2.10309,0,4.20619,5.25773,0,3.15464,5.25773,0,4.20619,1.05155,0,1.05155,3.15464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04082,0,0,1.02041,0,0,0,0,0,0,0
95493,Le Plessis-Luzarches,22.2439,1.85366,0,10.19512,0,0,5.56098,1.85366,0,12.04878,1.85366,0,3.70732,0,0.92683,3.70732,0.92683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30291,0,0,1.30291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95500,Pontoise,536.40343,557.09815,9.69131,371.65519,503.53352,6.38625,737.33374,2132.44852,24.5078,806.00535,4031.06788,426.31457,338.02298,1376.81167,84.97547,132.8127,1535.66505,54.01558,7.51844,7.23766,2.72163,0,22.60438,2.72163,11.16176,15.66223,0,10.43991,21.99509,2.18004,7.36485,30.8074,6.71122,0,81.01261,5.71985,3.97078,0.72668,0,0,15.68948,0,9.19755,13.11016,0,9.5466,13.64933,2.18004,0,10.26058,2.09982,0,15.61612,3.44831,30.30561,99.67309,3.75922,32.53375,126.71142,3.73081,72.16635,240.83871,9.48554,34.08971,435.36055,12.27909,21.87682,70.53822,0,1.50267,141.17475,0
95504,Presles,246,32,0,131,22,0,305,51,1,513,12,0,143,22,0,96,15,0,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,4,0,0,1,1,0,0,1,0,11,7,0,9,4,1,8,5,0,3,1,0,2,4,0,2,3,0
95509,Puiseux-en-France,23.21452,2.11738,0,57.02718,3.17612,0,204.65265,17.9649,0,657.16149,20.14825,0,192.46953,74.2571,1.05319,57.64938,98.54133,1.06419,0,0,0,1.05494,0,0,1.05494,0,0,0,0,0,1.05494,0,0,0,3.16481,0,1.05494,0,0,0,0,0,1.05494,0,0,1.05494,0,0,0,0,0,0,0,0,0,0,0,2.10987,0,0,6.32962,1.05494,0,24.26352,3.16481,0,1.05494,3.16481,0,1.05494,7.38455,0
95510,Puiseux-Pontoise,7,0,0,3,0,0,8,3,0,18,3,0,76,3,0,35,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,6,0
95523,La Roche-Guyon,62,20,0,20,6,0,18,12,0,20,10,0,6,2,0,6,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,19,0,1,9,1,0,3,1,0,0,0,0,0,0,0,5,1,0,2,1,0,1,2,0,0,0,0,0,0,0
95527,Roissy-en-France,29.04825,12.06614,1.00838,35.03048,17.08517,0,39.89,72.1459,3.02514,208.75381,211.53884,4.00501,95.60089,282.00613,30.21719,23.89318,134.81398,83.67258,2.00465,1.00233,0,2.00465,4.00931,0,0,11.0256,1.00233,4.00931,24.05586,0,4.00931,30.06982,4.00931,0,6.01396,12.02793,0,0,0,0,0,0,2.00465,1.00233,0,1.00233,4.00931,0,1.00233,8.01862,0,0,2.00465,3.00698,2.00465,2.00465,0,8.01862,2.00465,0,6.01396,6.01396,0,5.01164,31.07215,0,5.01164,20.04655,0,0,41.09542,1.00233
95529,Ronquerolles,74.5036,7.15773,0,14.28063,1.02301,0,72.57209,1.02301,1.01608,100.05481,4.09904,1.01608,41.88825,7.18549,0,21.39325,6.14857,1.0265,2.04222,0,1.02111,0,0,0,1.02111,0,0,1.02111,0,0,0,0,0,0,1.02111,0,4.08443,1.02111,0,1.02111,0,0,1.02111,0,0,0,0,0,0,0,0,0,0,0,4.08443,0,0,0,0,0,4.08443,0,0,1.02111,0,0,1.02111,0,0,1.02111,2.04222,0
95535,Sagy,117.02857,4.02565,1.01582,28.01996,1.99428,0,53.02835,5.07908,0,167.54259,8.09813,0.98767,26.9853,15.11467,0,12.98018,6.08543,0,0,0,1.00203,0,0,0,1.00203,0,0,1.00203,0,0,1.00203,0,0,0,0,0,3.0061,0,0,1.00203,0,0,0,0,0,3.0061,0,0,0,0,0,0,0,0,2.00407,2.00407,0,4.00813,0,0,3.0061,0,0,7.01423,2.00407,0,1.00203,6.0122,0,0,1.00203,0
95539,Saint-Brice-sous-Forêt,90.82471,107.81519,0,126.23484,43.53202,0,306.74688,656.29326,25.18236,1103.25627,1252.00081,53.84019,610.61762,575.45251,5.771,125.50474,627.81174,0,0,0,0,0,0,0,0,0,0,0,6.85217,0,0,2.40971,0,0,6.05699,0,5.36741,2.67223,0,0,0,0,0,0,0,4.96166,2.89561,0,0,12.69965,0,0,12.01385,0,3.0971,18.95108,0,14.15,0,0,13.49343,32.8429,0,48.37195,46.15341,1,12.81,45.03757,0,12.11399,42.72263,0
95541,Saint-Clair-sur-Epte,82.37462,25.73454,0,30.19501,14.3224,1.03965,35.73181,9.30499,0,82.95482,10.0892,1.03965,17.01025,19.28667,0,32.68553,4.05489,1.03965,1.00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00851,0,0,5.01064,0,0,3.00638,0,1.00213,2.00426,0,0,0,0,0,0,0,0,2.00426,0,1.00213,1.00213,6.01277,0,20.04255,3.00638,0,0,0,0,0,0,0,0,0,0
95543,Saint-Cyr-en-Arthies,25.55456,1.00106,0,6.75028,0,0,11.94248,0,0,38.48769,2.87461,0,2.9779,0,0,5.92979,1.97614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08333,0,0,0,0,0,1.02778,0,0,1.02778,0,0,2.05556,0,0,1.02778,0,0,0,0,0,1.02778,0,0,0,0,0,0,1.02778,0,0,0,0,2.05556,0,0
95554,Saint-Gervais,115.43042,2.02937,0,23.30506,0,0,48.59045,0,0,91.13195,0,0,59.70779,0,0,27.32619,1.01469,0,2.8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29928,0,0,1.8922,0,0,0,0,0,4.73049,0,0,1.8922,0,0,1.8922,0,0,11.35318,0,0,1.8922,0,0,3.78439,0,0,3.78439,0,0,0.9461,0,0,0,0,0
95555,Saint-Gratien,148.84544,104.24521,2.54889,399.17415,87.50143,7.2401,672.49522,2196.86525,29.46214,403.79031,2656.79478,232.64864,242.46525,1247.21246,17.43827,112.7905,448.5179,80.26382,3.20793,0,0,2.86613,0,0,0,14.0772,1.76507,3.11444,54.95851,0,0,10.62655,1.04663,0,8.31891,4.1865,0,0,0,0,0,0,6.60838,15.56847,1.10076,2.68559,31.20591,0,9.22958,15.47238,0,0,3.63614,1.04663,3.7202,0,0,21.05534,1.93041,0,53.12597,187.93651,3.20793,17.14224,166.00599,0,17.28442,95.48359,0,4.1215,15.54376,0
95563,Saint-Leu-la-Forêt,502.26774,83.69454,0,744.23327,156.97614,10.29983,718.9085,848.48834,8.70986,1319.24282,831.8357,0,359.61256,222.24562,6.46505,292.77502,625.52875,0,0,0,0,0,2.72882,0,0,3.75057,0,6.90743,0,0,0,0,0,0.91434,1.96699,0,3.65874,0,0,5.82275,0,0,2.72882,6.65323,0,2.70541,7.1451,0,0,0,0,3.75057,0.98349,0,17.90831,18.06313,0,34.05493,31.26641,0,18.11164,112.96491,2.91063,55.86223,56.46123,0,0,49.05611,0,35.19084,50.52942,0
95566,Saint-Martin-du-Tertre,96.87591,13.07581,1.02119,63.42644,6.0522,0,94.87338,74.52506,2.00251,354.451,52.40797,1.00126,39.42671,43.32821,0,103.38134,34.19629,0,1.00942,1.00942,0,1.00942,0,0,1.00942,2.01885,0,0,0,1.00942,0,0,0,0,0,0,2.01885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09424,2.01885,0,3.02827,0,0,8.0754,3.02827,0,6.05655,1.00942,0,3.02827,4.0377,0,4.0377,0,0
95572,Saint-Ouen-l'Aumône,126.48964,60.39779,4.00006,265.39733,93.01028,0,505.26389,1105.18164,2.02614,1138.72023,2472.40435,34.38829,680.91165,1588.47111,96.2212,333.62854,1790.85687,73.71933,0,0,0,7.66487,0,0,3.10124,3.42365,0,2.92203,7.81399,0,0,8.2136,0,0,5.44625,0,0,0,0,0,0,0,0,3.9524,0,0,5.27665,0,0,11.4541,0,0,6.26334,0,0,2.92203,0,2.57249,6.49635,0,13.08227,39.13534,3.10124,27.66165,136.47146,0,10.7279,54.42732,0,8.29537,57.45931,0
